

gen best mean std
0 57.98272 0.602284 14.44357
1 75.579465 14.479768 24.752746
2 88.747798 36.411525 24.96227
3 88.747798 42.815241 24.169704
4 90.083414 52.745424 22.578588
5 90.083414 54.260705 23.633943
6 90.16521 54.817905 21.757137
7 90.16521 61.986716 22.049852
8 90.16521 65.749074 21.875303
9 90.16521 71.355485 20.73126
