

gen best mean std
0 35.209347 -2.922411 9.008721
1 35.398856 4.72119 13.132181
2 42.57075 12.768531 14.436708
3 56.933385 20.396802 15.404963
4 56.933385 24.752715 15.121854
5 56.933385 29.316403 14.730527
6 56.989033 32.542792 13.288111
7 56.989033 33.805755 12.542909
8 57.009048 35.415176 11.637131
9 57.025486 36.797977 14.5469
10 57.07655 38.116095 13.960424
