

gen best mean std
0 39.502832 -1.514654 9.757736
1 48.506939 1.886916 12.977336
2 57.299556 8.387069 16.507164
3 57.299556 17.645096 17.835878
4 66.443172 24.250128 18.782243
5 66.443172 26.734986 19.601999
6 66.443172 32.698314 18.567285
7 66.482547 32.50371 18.755379

gen best mean std
7 66.482547 32.50371 18.755379
8 66.482547 36.16468 18.503374
9 75.144928 39.38363 18.900808
