

gen best mean std
0 39.256997 0.885425 12.415774
1 85.529573 17.975485 25.486607
2 86.126285 37.042333 28.103049
3 87.139358 47.30018 22.700553
4 87.139358 52.242712 21.430635
5 89.343229 53.240994 22.47006
6 89.343229 55.203606 22.940256
7 90.063229 57.756314 22.919558
8 90.063229 58.193273 22.981591
9 90.063229 61.970499 20.857863
