

gen best mean std
0 30.185869 -1.29018 8.76323
1 66.036421 9.647017 17.54059
2 66.046757 26.777331 22.11708
3 74.940877 42.016654 19.099523
4 74.940877 51.308354 19.324207
5 87.55704 52.02881 20.513025
6 87.55704 55.5681 20.616954
7 87.55704 53.611335 21.908071
8 88.586695 58.319666 22.140559
9 88.819688 59.369039 24.088272
