

gen best mean std
0 87.139358 3.816113 22.6834
1 87.514 17.529136 32.426186
2 87.597882 46.241526 37.734169
3 91.639688 72.247656 27.41616
4 91.639688 75.876773 24.709398
5 91.639688 82.25898 17.55711
6 91.639688 65.54986 38.751468
7 91.639688 81.944512 19.486501
8 91.639688 82.744816 16.883267
9 91.639688 67.15915 37.203387
10 91.639688 85.39894 9.889793
11 92.152977 85.776448 8.693471
12 92.152977 83.925131 12.610242
13 92.152977 82.8537 15.621892
14 92.152977 65.6226 38.801429
15 92.152977 75.517549 29.125909
16 92.152977 80.065429 20.815138
17 92.152977 69.31897 36.55503
18 92.152977 84.960613 12.578372
19 92.152977 84.489641 13.377584
20 92.152977 65.533946 38.587025
21 92.152977 85.880149 9.268278
22 92.152977 82.342149 14.194573
23 92.152977 67.330326 37.26256
24 92.152977 84.423094 12.501766
25 92.152977 86.344717 6.621346
26 92.152977 65.656829 39.053961
27 92.152977 83.572647 14.357018
28 92.152977 82.607819 16.28305
29 92.152977 67.906658 37.315313
