

gen best mean std
0 93.760945 14.424503 31.700294
1 93.760945 37.129106 39.694778
2 93.936796 72.90544 31.292604
3 94.318336 72.13565 37.550631
4 94.318336 81.450592 24.269608
5 94.318336 89.275115 9.727064
6 94.318336 71.802004 37.891841
7 94.318336 88.916618 11.908107
8 94.318336 88.440031 16.024747
9 94.318336 91.070612 7.398659
10 94.370514 91.857315 1.518623
11 94.370514 91.293702 3.016607
12 94.370514 90.896668 7.047472
13 94.370514 89.929739 10.697338
14 94.370514 73.240401 37.619805
15 94.370514 91.356234 7.20999
16 94.370514 91.749339 3.069941
17 94.370514 70.480935 39.777345
18 94.370514 88.580709 16.990424
19 94.370514 91.146963 7.465841
20 94.370514 69.438291 40.012141
21 94.370514 88.464488 16.56508
22 94.770144 91.732642 4.272967
23 94.770144 91.60381 4.554858
24 94.770144 92.103336 1.530653
25 94.770144 73.218574 37.262958
26 94.770144 88.03386 19.049832
27 94.770144 91.591173 5.226802
28 94.770144 71.62268 38.479513
29 94.770144 90.846957 10.545669
