

gen best mean std
0 39.624722 -2.844272 7.443423
1 66.394198 9.412211 18.105594
2 66.394198 20.805629 20.417323
3 66.523536 30.018599 20.274893
4 75.996054 40.146398 17.468754
5 85.112892 41.047122 18.434282
6 86.576119 44.190208 18.011483
7 86.805064 45.685624 19.821776
8 86.805064 49.173619 19.445721
9 87.658336 52.636181 17.285551
