

gen best mean std
0 90.086611 3.255075 21.605619
1 90.086611 18.483318 34.095542
2 91.203942 34.599977 37.282211
3 91.690119 61.036197 34.03193
4 91.886285 70.122169 29.524185
5 91.886285 81.440795 18.363997
6 91.886285 78.142447 24.271554
7 91.886285 82.659376 17.230705
8 91.886285 68.082307 37.191357
9 91.886285 84.055643 13.028547
10 91.886285 84.766793 10.830679
11 91.886285 66.996055 37.809308
12 91.886285 86.223034 7.110298
13 91.886285 86.709117 3.312987
14 91.886285 67.005672 37.18727
15 91.886285 83.676062 14.222176
16 91.886285 86.861105 5.088638
17 91.886285 65.991928 38.374456
18 91.886285 85.092248 11.089566
19 91.886285 87.180502 1.400303
20 92.246285 67.149217 37.610867
21 92.246285 83.89681 14.515936
22 92.246285 84.206752 10.206324
23 92.246285 65.254842 38.964919
24 92.246285 80.319357 21.160488
25 92.246285 83.047421 14.051111
26 92.246285 65.936619 39.311313
27 92.246285 81.4611 19.300379
28 92.246285 82.425039 17.06172
29 92.246285 70.903824 35.441275
