

gen best mean std
0 87.14227 5.945355 26.628328
1 89.173561 21.058817 34.891662
2 89.173561 39.548699 36.556845
3 91.686986 61.198812 38.365283
4 91.686986 78.165259 20.999273
5 91.686986 77.756742 22.890654
6 91.686986 80.477642 19.413638
7 91.686986 67.0775 37.356629
8 91.686986 84.49727 13.861458
9 91.686986 86.885582 5.128844
10 92.312828 67.596574 36.928525
11 92.312828 82.878184 17.333412
12 92.312828 86.402547 6.665161
13 92.312828 66.645249 38.292575
14 92.552892 83.487847 18.012575
15 92.79194 84.414015 16.124806
16 92.79194 65.922478 39.554627
17 92.79194 83.258607 17.646093
18 92.79194 84.13962 13.514339
19 92.79194 67.676073 37.996251
20 92.79194 81.861788 19.525429
21 92.79194 80.906632 18.699063
22 92.79194 67.495309 38.7466
23 92.79194 84.246762 16.573614
24 92.79194 85.386462 12.328255
25 92.79194 67.686954 38.046394
26 92.79194 84.461268 16.051141
27 92.796168 85.411697 10.283538
28 92.796168 85.955581 8.638307
29 92.796168 86.084885 9.435148
