

gen best mean std
0 92.163558 13.076206 31.387186
1 92.658736 31.486964 37.075287
2 92.658736 57.765857 31.606934
3 92.658736 75.677988 21.882921
4 92.766278 79.428382 21.014295
5 92.766278 81.46963 18.509538
6 92.77505 81.103828 19.96493
7 93.98272 82.897282 16.141956
8 93.98272 83.163847 15.173344
9 93.98272 84.068448 14.998327
10 93.98272 69.611605 38.919324
11 93.98272 85.894562 18.796646
12 93.98272 87.659502 11.320205
13 93.98272 72.153711 38.013401
14 93.98272 88.809552 12.811137
15 93.98272 86.728367 13.677184
16 93.98272 72.010379 37.62738
17 93.98272 88.430548 10.780812
18 93.98272 90.294724 6.958412
19 93.98272 71.040465 39.282742
20 93.98272 88.279298 10.772089
21 94.569562 87.410542 11.899541
22 94.569562 68.864236 40.605528
23 94.569562 85.585007 16.853545
24 94.569562 86.08643 14.454122
25 94.569562 71.032184 38.258928
26 94.569562 86.884813 12.867446
27 94.776119 87.02673 12.891755
28 94.776119 72.558208 37.335244
29 94.776119 86.230098 15.510169
