

gen best mean std
0 44.542987 -1.794034 9.723486
1 89.33897 6.396463 17.945863
2 89.33897 17.24184 22.600349
3 90.159956 33.970564 26.935037
4 90.159956 53.177052 28.086093
5 90.159956 64.158627 22.918931
6 90.159956 74.391777 13.944789
7 90.159956 76.650237 12.982584
8 90.159956 81.545699 7.795122
9 90.159956 83.104902 7.503367
