

gen best mean std
0 35.209347 -2.922411 9.008721
1 35.343002 3.880537 13.916226
2 42.776521 13.80617 16.240873
3 56.974019 18.125951 18.689725
4 57.102194 27.720989 14.785667
5 57.102194 29.530124 13.553538
6 57.102194 31.380489 13.20937
7 57.102194 30.461291 13.809757
8 60.547844 29.525125 12.999048
9 60.547844 29.496985 13.01774
