

gen best mean std
0 57.98272 0.602284 14.44357
1 66.286267 14.339415 24.367937
2 87.139358 29.816194 25.291515
3 87.139358 43.415461 24.199177
4 89.763229 47.850847 24.115829
5 89.763229 54.033937 22.738878
6 89.883229 56.559124 23.920009
7 89.883229 63.770276 20.593819
8 89.883229 69.081836 19.033184
9 89.883229 70.222731 18.894679
