

gen best mean std
0 57.98272 0.602284 14.44357
1 57.98272 9.844333 18.297257
2 85.71289 24.409967 23.90741
3 85.71289 39.551134 23.466714
4 87.167427 48.355494 21.558362
5 87.167427 51.205646 22.823258
6 87.477882 58.660871 20.996324
7 87.57289 62.309131 20.062299
8 87.99289 61.50634 23.306104
9 89.403229 63.75917 24.25026

gen best mean std
9 89.403229 63.75917 24.25026
