

gen best mean std
0 92.602972 11.802803 30.095921
1 93.261683 36.040572 40.021312
2 93.936796 69.850867 33.749251
3 93.936796 84.21228 17.589053
4 93.936796 86.329269 14.377623
5 94.116393 84.446708 19.36262
6 94.116393 85.607307 18.436108
7 94.125064 87.581357 12.102705
8 94.125064 69.136358 40.539886
9 94.125064 90.156689 10.208512
10 94.125064 90.91568 8.167664
11 94.125064 70.622926 39.518899
12 94.125064 89.568815 13.371251
13 94.125064 90.195322 7.23822
14 94.125064 71.374405 39.148328
15 94.125064 88.817929 15.423923
16 94.125064 91.078489 8.186375
17 94.125064 71.007611 38.516037
18 94.125064 90.029929 12.496093
19 94.125064 91.211291 5.891145
20 94.125064 73.345132 36.96407
21 94.301885 89.911599 12.490968
22 94.301885 89.811482 12.526982
23 94.301885 72.879593 37.19674
24 94.301885 89.49756 15.305917
25 94.301885 90.648118 9.328871
26 94.301885 72.746914 37.969928
27 94.301885 89.611675 13.539986
28 94.301885 88.719057 15.458178
29 94.301885 70.429798 40.286206
