

gen best mean std
0 91.772379 5.564967 24.003604
1 92.643172 28.577048 36.575544
2 92.643172 56.990807 30.550904
3 92.643172 63.055943 36.189921
4 92.643172 79.642127 16.221723
5 92.686571 83.329332 12.765146
6 92.686571 68.805359 39.707914
7 92.867281 88.109236 13.415994
8 93.47699 88.705043 11.206394
9 93.47699 89.351564 9.285199
10 93.47699 71.883013 37.875388
11 93.47699 90.534378 9.393546
12 93.47699 89.776197 10.503783
13 93.47699 72.027507 38.569042
14 93.47699 84.388585 17.867295
15 93.47699 84.726552 16.450514
16 93.47699 72.540355 38.950358
17 93.47699 89.316156 12.990249
18 93.47699 90.50941 6.600162
19 93.47699 72.764255 37.36728
20 93.47699 89.43935 10.593693
21 93.47699 90.689671 6.046897
22 93.47699 72.212252 36.840003
23 93.47699 87.728269 15.399485
24 93.47699 91.120235 6.820352
25 93.47699 72.063406 38.160869
26 93.47699 90.479786 9.322793
27 93.47699 90.768101 7.209954
28 93.47699 72.741948 36.823402
29 93.47699 90.614526 6.950103
