

gen best mean std
0 66.054579 1.36044 15.929473
1 66.523536 17.013379 24.263488
2 86.634364 38.459085 24.46406
3 86.634364 41.251779 25.512213
4 86.634364 48.484483 25.132863
5 87.586318 59.508169 21.198
6 88.305106 65.822564 17.773571
7 88.305106 63.988805 22.708709
8 88.305106 68.382821 16.530281
9 88.608431 69.262867 18.826904
