

gen best mean std
0 93.501683 16.760718 34.58685
1 94.241885 42.92754 41.521576
2 94.241885 74.898219 28.160917
3 94.241885 84.328814 17.885879
4 94.241885 74.117514 36.403249
5 94.241885 91.032858 8.264489
6 94.241885 88.981222 12.129047
7 94.241885 89.098061 12.491339
8 94.241885 86.868248 19.310713
9 94.241885 90.578381 7.812555
10 94.241885 91.351944 4.718265
11 94.241885 73.441469 37.367653
12 94.241885 89.061224 15.551096
13 94.241885 89.825249 11.609718
14 94.241885 69.514456 39.957888
15 94.301885 88.534202 17.165383
16 94.301885 91.512848 4.636072
17 94.301885 70.778077 39.079088
18 94.301885 86.671185 19.400862
19 94.301885 91.435303 3.022162
20 94.301885 72.62463 37.948582
21 94.301885 88.076369 17.960016
22 94.409567 91.532023 4.965976
23 94.409567 91.709429 4.822274
24 94.409567 90.355699 11.150015
25 94.409567 70.728265 39.671157
26 94.409567 92.248631 2.208876
27 94.409567 91.887153 4.876892
28 94.409567 72.79801 38.154894
29 94.409567 89.893001 13.815526
