

gen best mean std
0 87.139358 3.499154 20.073645
1 87.139358 23.810004 35.025146
2 87.259358 56.821296 35.461584
3 89.846611 76.161076 21.932857
4 90.353463 79.280685 17.546684
5 91.132977 82.342323 13.801368
6 91.132977 69.46209 35.392522
7 91.132977 77.832909 25.541575
8 91.132977 81.482968 19.216489
9 91.132977 65.064505 38.773078
10 91.132977 81.452541 19.204486
11 91.132977 80.570663 19.074365
12 91.132977 66.230382 38.260686
13 91.132977 79.822132 22.269307
14 91.132977 86.554061 6.720576
15 91.132977 67.521009 37.622215
16 91.132977 78.194411 24.622603
17 91.579688 83.503358 16.111433
18 91.579688 64.521605 39.442502
19 91.579688 83.893402 16.439178
20 91.579688 85.434012 11.736743
21 91.579688 67.061619 38.07489
22 91.579688 83.425107 16.6581
23 91.579688 82.553799 18.286013
24 91.706285 66.851443 38.344151
25 91.706285 82.133413 19.613177
26 91.706285 80.115118 21.599314
27 91.706285 65.906162 37.897396
28 91.706285 80.589112 20.210917
29 91.706285 84.362138 9.608402
