

gen best mean std
0 92.650924 14.385731 34.862964
1 92.650924 46.990069 40.072564
2 92.736168 66.695061 29.587853
3 92.736168 65.971783 36.801308
4 92.736168 80.366872 17.727262
5 92.766278 79.01867 20.430314
6 93.327729 81.674074 19.92989
7 93.327729 83.128294 18.141371
8 93.327729 69.402522 40.191864
9 93.327729 87.523646 15.410979
10 93.542505 87.367535 15.777767
11 93.542505 88.862308 11.817831
12 93.542505 87.218406 15.34447
13 93.542505 71.870373 38.177925
14 93.542505 86.911687 13.831053
15 93.542505 91.247651 4.595635
16 93.542505 71.128106 38.473122
17 93.542505 89.896021 10.080884
18 93.542505 90.470266 7.984951
19 93.542505 72.198666 39.100637
20 93.542505 89.483727 13.08968
21 93.542505 90.356556 8.135514
22 93.542505 70.120294 40.292393
23 93.542505 88.467429 11.352581
24 93.542505 88.404052 11.256357
25 93.542505 71.785843 38.416385
26 93.542505 87.277112 14.431851
27 93.542505 89.504061 10.538993
28 93.542505 71.533165 38.997778
29 93.542505 86.708653 18.180737
