

gen best mean std
0 92.643172 9.381386 28.299346
1 92.643172 42.129293 34.802651
2 92.643172 63.868175 28.514546
3 92.643172 68.6102 35.646192
4 92.643172 81.951615 17.28114
5 92.643172 80.365589 18.581579
6 92.643172 72.466578 36.09972
7 92.643172 81.87772 20.739454
8 92.643172 81.909684 18.11328
9 92.643172 69.580883 39.264363
10 92.766278 85.470343 16.244795
11 93.327729 84.358115 15.622404
12 93.327729 68.992429 40.325266
13 93.327729 85.850523 17.617885
14 93.327729 83.817704 16.99929
15 93.327729 71.155659 37.687897
16 93.327729 88.598029 9.94695
17 93.327729 88.331206 9.024396
18 93.327729 73.674904 36.830633
19 93.327729 87.966747 14.465179
20 93.327729 88.323737 10.026258
21 93.327729 71.938534 38.149718
22 93.327729 84.428971 19.328873
23 93.327729 85.504381 15.565783
24 93.327729 71.118849 38.205323
25 93.327729 84.273053 17.354781
26 93.327729 86.331455 14.807918
27 93.327729 70.925381 39.086635
28 93.327729 82.496163 20.912391
29 93.327729 85.4017 16.366506
