

gen best mean std
0 91.933573 7.215644 27.324629
1 92.665526 24.784023 35.947494
2 92.736168 54.82776 30.891943
3 92.736168 60.976269 37.399531
4 92.736168 78.512983 19.083696
5 92.736168 77.12793 20.485236
6 92.97505 66.892383 37.830153
7 92.97505 80.798378 19.520609
8 92.97505 78.856887 19.6734
9 92.97505 65.91602 37.803516
10 92.97505 82.605124 16.806683
11 93.327729 80.919249 18.526612
12 93.327729 81.816219 17.936372
13 93.327729 82.550517 15.697514
14 93.327729 83.010635 17.322756
15 93.327729 82.13807 17.999465
16 93.327729 70.272811 38.19349
17 93.327729 86.616688 13.747249
18 93.327729 83.7061 15.850163
19 93.327729 70.358654 37.745772
20 93.327729 82.614296 16.963489
21 93.327729 82.449051 16.377513
22 93.327729 71.104461 38.21469
23 93.327729 85.138838 15.465016
24 93.327729 86.072346 13.012111
25 93.327729 71.22886 38.405629
26 93.327729 86.157488 14.115117
27 93.327729 84.920827 14.437435
28 93.327729 73.48355 36.807074
29 93.327729 88.026047 10.692971
