

gen best mean std
0 91.084928 8.595951 26.829413
1 92.912828 24.827774 35.51383
2 93.526708 46.451682 38.724935
3 93.936796 72.392373 30.902975
4 93.936796 83.311109 19.763202
5 93.936796 69.375072 39.610494
6 93.936796 87.432002 12.827151
7 94.330101 86.087473 17.078383
8 94.330101 88.591774 11.530834
9 94.330101 88.816957 10.747352
10 94.330101 72.499936 37.942667
11 94.330101 87.036848 17.351707
12 94.330101 90.55872 6.41084
13 94.330101 70.298965 39.220835
14 94.330101 90.246938 10.578527
15 94.330101 91.629457 3.87396
16 94.330101 71.303011 38.783513
17 94.330101 90.412402 11.536698
18 94.330101 89.826332 11.430379
19 94.330101 71.627414 38.860398
20 94.330101 88.251509 17.369262
21 94.330101 91.376465 8.127232
22 94.330101 72.181098 37.930241
23 94.330101 89.788232 14.169505
24 94.330101 92.10218 1.37963
25 94.330101 75.524723 34.270668
26 94.330101 88.715203 15.364978
27 94.330101 91.312387 6.805803
28 94.330101 74.019239 36.975635
29 94.330101 90.685638 9.455746
