

gen best mean std
0 6.610542 -5.209891 3.440275
1 22.173566 -0.566429 8.132581
2 22.173566 2.97193 8.83678
3 31.663136 8.123667 9.59093
4 31.663136 11.191082 10.263466
5 31.663136 14.555849 10.207695
6 35.245204 17.779534 9.394476
7 35.344625 20.40414 8.067904
8 35.344625 20.923034 8.070704
9 35.344625 22.495586 6.451886
