

gen best mean std
0 66.021114 -0.122154 14.99304
1 75.049357 18.182087 25.624272
2 88.33004 48.901207 24.576361
3 90.026611 63.680129 16.077115
4 90.026611 74.010962 11.245185
5 90.091733 78.515091 10.944384
6 90.272892 84.166368 7.553413
7 90.272892 87.336653 4.037464
8 90.272892 86.441899 6.017871
9 90.683414 85.986415 6.875072
