

gen best mean std
0 91.933573 10.806411 30.039611
1 91.933573 39.949714 36.958059
2 92.658736 66.183467 27.207151
3 92.694055 75.632335 20.474478
4 92.694055 69.315168 33.365821
5 92.694055 76.921908 20.258841
6 92.694055 74.660681 22.042603
7 93.332142 77.55412 18.108597
8 93.332142 76.516198 18.893378
9 93.332142 67.29399 35.777981
10 93.332142 81.49078 16.420614
11 93.332142 78.557938 20.818247
12 93.332142 69.34105 37.652409
13 93.332142 81.740919 17.023362
14 93.332142 82.775622 14.709666
15 93.332142 71.873457 36.04376
16 93.332142 85.62033 12.480438
17 93.332142 82.950313 18.159251
18 93.332142 70.990399 36.633572
19 93.332142 83.214227 18.342293
20 93.332142 82.697697 16.569947
21 93.332142 70.119339 39.121003
22 93.332142 82.838983 17.589658
23 93.332142 83.830834 16.084728
24 93.332142 72.335048 36.853355
25 93.332142 83.922904 17.35868
26 93.332142 81.810701 18.366622
27 93.542505 70.534193 38.362094
28 93.542505 82.779195 17.606566
29 93.542505 83.006969 17.63419
