,index,group,enemies_slain,gain,player_life,enemy_life,time,index,group,enemies_slain,gain,player_life,enemy_life,time
0,0,best,1.0,-365.1999999999998,10.100000000000023,55.75,343.8499999999999,0,best,1.0,-365.1999999999998,10.100000000000023,55.75,343.8499999999999
