

gen best mean std
0 91.933573 8.708833 27.119286
1 92.168788 33.79555 33.816425
2 92.168788 52.431051 30.715247
3 92.168788 66.917018 24.957492
4 92.168788 72.469798 23.382258
5 92.576119 76.904439 18.940963
6 92.576119 80.795687 15.398688
7 92.576119 78.142964 18.181031
8 92.576119 67.25352 38.683499
9 92.576119 84.017558 11.159681
10 92.576119 82.055142 15.788625
11 92.576119 68.562292 39.502897
12 92.643172 79.584885 24.529434
13 92.643172 83.366185 15.531007
14 92.643172 72.93254 34.821703
15 92.97505 85.629879 13.082186
16 92.97505 77.993377 20.467113
17 92.97505 66.302119 38.433678
18 92.97505 77.818187 22.360253
19 92.97505 80.459674 18.690301
20 92.97505 69.876006 37.916328
21 92.97505 81.627391 20.111127
22 92.97505 83.826211 16.643568
23 92.97505 68.621848 40.988484
24 92.97505 84.204996 16.957408
25 92.97505 84.290955 14.983523
26 92.97505 70.765013 38.149687
27 92.97505 84.510712 18.059334
28 93.185064 83.381221 18.838395
29 93.185064 70.028753 39.462018
