

gen best mean std
0 89.403229 4.357513 23.813992
1 89.403229 17.317809 33.475101
2 89.839361 45.550342 38.496466
3 89.883246 67.545076 31.995419
4 89.883246 76.131434 24.484781
5 91.159361 79.976905 18.984818
6 91.159361 84.314726 11.224678
7 91.159361 82.942339 15.8131
8 91.159361 82.487205 14.301678
9 91.219361 83.815864 13.587693
10 91.219361 83.287648 15.449584
11 91.219361 84.492403 11.716056
12 91.219361 84.694291 9.555652
13 91.274823 67.339665 37.687901
14 91.274823 84.21733 15.144105
15 92.283942 85.317049 12.736839
16 92.283942 66.452838 39.150186
17 92.283942 85.128726 13.253123
18 92.283942 85.552496 10.863085
19 92.992506 65.643144 38.991132
20 92.992506 84.24634 14.297853
21 92.992506 86.007277 10.261747
22 92.992506 68.208655 37.905211
23 92.992506 82.749623 18.777153
24 92.992506 83.970416 15.396443
25 92.992506 66.258304 39.574039
26 92.992506 83.785216 18.658334
27 92.992506 82.569155 18.768181
28 92.992506 65.361096 39.973395
29 92.992506 84.59726 14.798133
