

gen best mean std
0 93.021683 10.76679 30.784649
1 93.984803 35.097353 40.740396
2 93.984803 64.827526 36.746273
3 93.984803 76.928354 27.642413
4 93.984803 81.268734 22.12113
5 93.984803 83.900395 18.430073
6 93.984803 85.27117 15.966643
7 93.984803 71.226661 38.682294
8 93.984803 85.692854 17.574121
9 94.056393 87.279309 14.000639
10 94.111733 73.058958 37.610863
11 94.111733 89.446387 13.744054
12 94.397198 88.589259 14.143569
13 94.397198 88.318174 13.517308
14 94.397198 89.330083 10.677443
15 94.397198 72.980788 36.864242
16 94.397198 89.730708 10.344154
17 94.397198 90.039629 8.679392
18 94.397198 71.178549 38.888623
19 94.397198 89.071273 14.314513
20 94.397198 91.356709 3.497087
21 94.397198 70.690503 39.646944
22 94.397198 87.282311 18.933469
23 94.397198 88.93682 12.957597
24 94.397198 70.282865 39.675382
25 94.397198 89.135892 12.273104
26 94.397198 88.911434 10.584431
27 94.397198 71.636104 38.011484
28 94.397198 88.002343 15.205083
29 94.397198 89.32024 13.096434
