

gen best mean std
0 86.143548 1.897402 18.941309
1 90.806285 15.479618 32.05304
2 90.806285 42.333606 37.209947
3 90.806285 59.916002 37.681656
4 90.903229 76.554038 22.767587
5 91.373548 80.900415 18.410583
6 91.373548 81.093395 17.955362
7 91.542264 80.586662 19.675158
8 91.542264 65.807829 38.216826
9 91.542264 79.709287 22.624193
10 91.542264 84.959993 12.130023
11 91.542264 65.962172 38.716603
12 92.173561 83.457504 16.846491
13 92.173561 83.040146 16.769959
14 92.173561 66.355465 38.197908
15 92.173561 74.366912 27.681937
16 92.173561 81.032088 18.622204
17 92.173561 67.176467 38.189086
18 92.173561 84.615028 13.926083
19 92.173561 86.034075 8.016183
20 92.173561 68.606644 37.215109
21 92.173561 83.953072 15.089293
22 92.173561 82.95815 16.321889
23 92.173561 67.630352 37.203782
24 92.173561 81.014538 19.893191
25 92.173561 84.183352 12.30524
26 92.428354 82.450381 16.515796
27 92.428354 86.150509 7.130963
28 92.428354 85.877469 7.313177
29 92.428354 65.246087 38.569748
