

gen best mean std
0 47.826214 -0.001553 11.033265
1 75.16227 15.840441 20.026335
2 84.887427 31.925456 23.503733
3 86.921098 47.055546 23.60389
4 86.921098 47.272112 24.034858
5 86.921098 53.380688 25.820483
6 89.072892 63.929753 22.824065
7 89.072892 70.47997 17.068862
8 89.486611 65.076233 22.254295
9 89.486611 68.373361 16.934281
