

gen best mean std
0 91.612628 9.679717 28.505457
1 93.154253 32.178195 39.592858
2 93.336168 54.31127 38.255093
3 94.282788 66.395946 33.43295
4 94.282788 71.570018 31.430014
5 94.282788 82.75404 21.306934
6 94.282788 73.627431 36.53135
7 94.282788 89.053215 15.10493
8 94.282788 90.850001 8.13706
9 94.282788 73.455481 37.709457
10 94.282788 86.023981 22.487636
11 94.282788 88.851163 16.914457
12 94.282788 71.433378 39.040377
13 94.282788 89.462638 13.645575
14 94.282788 89.552319 14.491256
15 94.282788 72.654451 37.156403
16 94.523754 88.097121 18.257005
17 94.523754 92.490043 1.310732
18 94.523754 91.485678 8.031743
19 94.523754 76.418426 34.824916
20 94.523754 91.887386 4.652352
21 94.523754 91.162915 9.546448
22 94.523754 74.146823 37.491337
23 94.523754 92.078997 4.636827
24 94.523754 90.986058 9.782033
25 94.523754 73.872093 36.907761
26 94.523754 90.667212 12.439783
27 94.523754 90.3571 12.481797
28 94.523754 72.025918 39.037296
29 94.523754 89.099992 15.436727
