

gen best mean std
0 39.016064 -0.048823 10.631726

gen best mean std
0 88.952892 -0.248195 16.871775
1 88.952892 5.482141 26.439728
2 88.952892 8.181698 28.74992
3 88.952892 10.10368 30.800676
4 88.952892 12.008553 32.619468
5 88.952892 19.355439 37.644329
6 88.952892 23.045938 38.489474
7 88.952892 25.659602 39.106948
8 88.952892 29.958335 39.716452
9 88.952892 38.134626 41.183466
