

gen best mean std
0 57.98272 0.602284 14.44357
1 87.139358 19.339646 26.684168
2 87.177882 46.025208 26.523835
3 87.537882 58.913619 23.115252
4 87.537882 68.876037 20.731834
5 87.537882 77.59545 14.170104
6 88.062264 80.384329 9.634985
7 88.062264 81.546537 7.83799
8 88.062264 79.252466 10.679711
9 88.062264 82.896074 7.320745
