

gen best mean std
0 88.766285 2.071985 21.922812
1 88.766285 20.430098 35.740682
2 88.766285 47.394661 37.724848
3 91.59095 68.484195 30.020475
4 91.59095 76.984055 21.151773
5 91.59095 82.567125 15.239816
6 91.59095 79.247025 20.825305
7 91.59095 83.802416 14.172923
8 91.59095 83.453764 14.907946
9 91.59095 66.508852 37.425262
10 91.59095 83.337708 15.432162
11 91.59095 84.959001 11.036546
12 91.59095 66.231855 37.895695
13 91.59095 82.323895 18.233244
14 91.59095 81.28962 19.551422
15 91.59095 84.319295 14.079744
16 91.672977 84.874872 12.433981
17 91.722264 85.5564 10.527717
18 92.779688 86.681646 4.970579
19 92.779688 84.874374 10.693214
20 92.779688 85.237821 12.203966
21 92.779688 65.363683 38.899424
22 92.779688 85.092764 12.772008
23 92.779688 86.020656 9.389501
24 92.779688 67.999886 38.001229
25 92.779688 86.636696 7.196296
26 92.779688 85.730922 10.540954
27 92.779688 70.437156 35.642081
28 92.779688 85.19391 13.41524
29 92.779688 84.298174 10.371962
