

gen best mean std
0 92.569562 5.695183 24.34259
1 92.569562 31.3153 34.764915
2 92.569562 55.269957 31.979234
3 92.569562 65.810715 33.688851
4 92.569562 71.922463 23.740073
5 92.569562 76.472263 18.189619
6 92.569562 68.091054 35.33765
7 92.569562 76.769532 18.377755
8 92.569562 76.116828 18.550251
9 92.932142 69.293066 36.719265
10 92.932142 83.792097 14.89183
11 92.932142 82.761754 15.064721
12 92.932142 79.660007 20.144204
13 92.932142 78.677344 19.130483
14 92.932142 65.872117 37.099502
15 93.012614 78.830074 20.035299
16 93.012614 78.905919 17.505518
17 93.012614 69.467342 34.937665
18 93.012614 79.918131 19.432259
19 93.012614 79.319031 19.63588
20 93.012614 66.62711 38.749261
21 93.327729 80.848321 19.913217
22 93.327729 78.222284 21.247081
23 93.327729 85.794139 11.28022
24 93.327729 69.9568 38.63884
25 93.327729 84.276962 17.010372
26 93.332142 83.06532 19.039628
27 93.332142 68.614437 40.775975
28 93.332142 84.673782 14.645712
29 93.332142 84.004919 14.908325
