

gen best mean std
0 91.768788 9.982107 27.904074
1 91.858736 39.733764 34.128125
2 91.858736 63.252983 27.069289
3 93.179465 72.181313 22.539661
4 93.179465 77.947152 18.076908
5 93.179465 78.976543 16.089957
6 93.179465 70.655158 34.371977
7 93.37505 82.810203 17.363532
8 93.37505 84.823112 14.409267
9 93.37505 71.85918 37.249772
10 93.37505 86.926955 11.274215
11 93.37505 84.848139 16.941076
12 93.37505 71.012203 38.488976
13 93.37505 87.253863 12.280644
14 93.37505 82.407806 17.165819
15 93.452892 70.03153 39.223233
16 93.452892 80.103653 22.458915
17 93.452892 85.95811 14.747627
18 93.452892 72.453534 37.653879
19 93.452892 86.031218 16.201478
20 93.452892 88.832141 8.693488
21 93.452892 72.65042 37.906983
22 93.452892 85.156289 19.420957
23 93.452892 88.344545 11.703238
24 93.452892 72.491031 37.781089
25 93.452892 84.955749 18.584471
26 93.452892 86.816149 14.425017
27 93.452892 73.033816 36.177288
28 93.452892 85.050727 17.424755
29 93.452892 85.596088 17.279297
