

gen best mean std
0 86.126285 -1.251409 15.962869
1 87.139358 8.687333 27.291432
2 87.266602 21.429263 33.39063
3 92.163229 46.606217 36.465463
4 92.163229 60.146556 34.17593
5 92.179688 72.976076 27.492638
6 92.959688 79.437441 21.135236
7 92.959688 84.794814 10.440726
8 92.959688 66.667523 38.201604
9 92.959688 82.135235 20.321071
10 92.959688 81.035902 18.31854
11 93.019688 67.963295 37.533416
12 93.019688 83.83216 15.529764
13 93.019688 86.25927 7.76137
14 93.019688 65.917127 38.967732
15 93.019688 81.948876 19.075984
16 93.019688 87.436044 2.977791
17 93.019688 71.892849 34.562506
18 93.019688 84.700847 13.11189
19 93.019688 85.734901 8.993972
20 93.019688 66.843565 38.59435
21 93.019688 83.407585 17.132658
22 93.019688 86.113507 7.408232
23 93.019688 66.727791 38.787266
24 93.019688 85.408655 13.786604
25 93.019688 85.94134 11.31442
26 93.019688 68.867784 37.290048
27 93.019688 83.148419 18.716622
28 93.019688 84.93798 13.327461
29 93.019688 68.33575 37.495752
