

gen best mean std
0 39.323246 -1.345495 8.468655
1 57.16227 7.935214 15.355598
2 57.16227 17.236778 16.288473
3 57.16227 25.758309 17.681248
4 57.16227 30.89931 19.675538
5 57.231679 34.733907 20.023524
6 57.231679 36.245826 19.789359
7 57.231679 38.607938 19.53375
8 57.231679 41.639325 19.424315
9 57.231679 41.494445 19.008115
10 57.732142 39.458472 20.735401
NOT IMPROVING !!!
11 12.98272 41.159977 19.813398
12 66.054579 28.476687 20.49475
