

gen best mean std
0 91.858736 12.682055 33.553452
1 92.533573 38.109146 39.126151
2 92.533573 61.535343 31.38349
3 92.572379 73.395104 23.667892
4 92.658736 79.051071 18.229126
5 92.932142 81.57058 16.182219
6 92.940414 83.953071 13.932705
7 92.940414 81.000389 17.161873
8 93.012614 68.170648 39.278498
9 93.012614 86.356573 13.549832
10 93.012614 85.433497 14.783463
11 93.012614 69.282244 39.279997
12 93.012614 86.160375 14.448627
13 93.012614 83.804938 17.93703
14 93.012614 71.809528 37.286642
15 93.569562 86.108362 15.409233
16 93.569562 84.43556 17.682259
17 93.569562 71.006374 38.439692
18 93.569562 86.883839 14.048063
19 93.569562 83.617563 18.739004
20 93.569562 71.296233 37.427828
21 93.569562 81.614763 19.474079
22 93.569562 82.464583 17.983704
23 93.569562 71.467724 38.66587
24 93.569562 85.978919 16.365108
25 93.569562 87.09249 13.314621
26 93.569562 69.810929 39.762716
27 93.569562 84.345276 18.296238
28 93.569562 87.920905 13.560353
29 93.569562 72.346731 36.982266
