

gen best mean std
0 22.974648 -3.074042 5.771342
1 30.629362 2.540818 10.064165
2 58.14797 8.053935 13.925974
3 58.14797 17.928064 17.944268
4 58.14797 26.161857 17.728338
5 58.14797 34.807624 16.751574
6 58.14797 39.299295 15.750369
7 66.53194 42.928201 14.726335
8 66.53194 46.323575 11.187173
9 66.53194 48.180676 11.380613
