

gen best mean std
0 66.620103 2.861382 18.968284
1 66.620103 12.725778 25.701357
2 86.002972 37.614207 25.712179
3 86.158586 38.882137 28.78765
4 89.403229 34.829658 30.234044
5 89.403229 44.725523 30.194421
6 89.403229 55.463084 22.666641
7 89.79289 53.984766 25.865773
8 89.79289 54.938783 25.644093
9 89.79289 66.642972 18.880202

gen best mean std
9 89.79289 66.642972 18.880202
