

gen best mean std
0 92.464202 11.742021 31.140382
1 93.092828 37.742518 41.948981
2 93.936796 61.939472 35.691921
3 93.936796 67.797272 37.930231
4 93.940945 85.105463 16.622432
5 93.940945 85.12979 16.153002
6 94.229567 71.116759 38.524436
7 94.229567 88.561413 12.78043
8 94.229567 88.355567 12.614301
9 94.229567 90.591265 4.271374
10 94.229567 70.39872 38.742306
11 94.229567 88.043406 16.37193
12 94.237666 91.503921 4.746318
13 94.237666 92.056059 1.70399
14 94.237666 91.740233 3.91228
15 94.237666 75.802376 34.472107
16 94.237666 89.8584 11.054605
17 94.237666 91.316597 5.254055
18 94.282788 70.521068 39.540328
19 94.282788 89.955239 13.686916
20 94.282788 90.443353 10.380794
21 94.282788 71.839686 38.291875
22 94.282788 90.223616 9.630047
23 94.282788 91.509525 5.608689
24 94.282788 70.730406 39.516487
25 94.282788 90.739661 11.433958
26 94.282788 92.33954 1.589167
27 94.282788 70.903038 39.212286
28 94.282788 88.409538 17.561718
29 94.282788 91.883795 4.765467
