

gen best mean std
0 57.031292 0.345537 12.704263
1 66.174 20.692147 23.91196
2 66.213103 34.116661 21.778004
3 66.213103 46.297188 18.563976
4 66.296218 49.381436 19.548437
5 74.959745 52.565837 18.802514
6 74.959745 55.254778 17.054156
7 75.038995 54.524866 18.454025
8 75.038995 57.944723 17.084419
9 75.038995 55.981197 19.450416
