

gen best mean std
0 89.550281 4.604301 25.69048
1 89.550281 21.43477 35.539581
2 89.893561 32.667704 38.82754
3 91.993561 62.87075 38.031919
4 91.993561 80.648285 17.219243
5 91.993561 83.783879 12.562786
6 91.993561 79.18973 21.900202
7 91.993561 65.669613 38.220126
8 91.993561 81.701162 19.530257
9 91.993561 84.966188 11.318542
10 91.993561 66.982385 37.76758
11 91.993561 84.40428 12.907236
12 91.993561 83.841831 13.114653
13 91.993561 65.655315 38.860785
14 91.993561 79.486082 21.248661
15 91.993561 77.870601 22.782887
16 91.993561 69.355743 36.046648
17 91.993561 85.967459 7.810512
18 91.993561 85.956804 7.909812
19 91.993561 66.672902 38.45779
20 91.993561 79.774192 21.196726
21 91.993561 80.592518 20.435676
22 91.993561 67.208137 37.801075
23 91.993561 85.408092 10.466118
24 91.993561 86.66086 5.174739
25 91.993561 66.236289 38.844938
26 91.993561 86.913316 3.355042
27 91.993561 86.304537 7.899659
28 91.993561 66.987442 37.619017
29 91.993561 82.751025 16.398866
