

gen best mean std
0 86.387882 0.779886 14.301503
1 86.387882 15.848205 20.804042
2 86.447911 29.246715 24.120343
3 86.447911 43.910901 23.653602
4 86.606602 48.284698 22.868518
5 86.606602 54.100787 23.70946
6 89.191187 58.742656 23.553671
7 89.191187 67.386402 20.171514
8 89.979467 71.366581 14.936965
9 89.979467 72.977065 14.715877
