

gen best mean std
0 89.205561 4.789612 25.507401
1 89.205561 25.969519 37.017839
2 92.275982 48.748184 36.551832
3 92.275982 66.205868 36.008224
4 92.275982 76.288543 25.113205
5 92.275982 77.329677 24.684196
6 92.275982 67.318627 37.426647
7 92.275982 83.680097 16.292086
8 92.275982 84.664657 14.347224
9 92.275982 66.189547 38.77988
10 92.275982 81.572459 20.288255
11 92.275982 84.239253 12.715945
12 92.275982 68.32584 36.975899
13 92.275982 85.538833 11.336543
14 92.275982 86.30813 6.774009
15 92.275982 64.983369 39.117057
16 92.275982 83.893686 14.991482
17 92.275982 82.567612 17.735081
18 92.275982 65.029353 39.662854
19 92.275982 84.944067 12.832946
20 92.275982 86.147491 9.026316
21 92.275982 66.584379 37.918402
22 92.275982 80.466872 20.32233
23 92.275982 82.341207 16.526031
24 92.275982 66.039777 38.56004
25 92.275982 82.920956 18.962285
26 92.275982 83.985464 13.422087
27 92.275982 67.848812 37.008219
28 92.275982 85.255841 11.984548
29 92.275982 84.570641 11.224674
