

gen best mean std
0 87.139358 0.809623 15.367685
1 89.966611 17.043312 29.130426
2 91.002264 33.995668 34.194686
3 91.002264 53.868105 34.61814
4 91.002264 63.848051 31.160895
5 91.002264 70.861761 27.184308
6 91.002264 65.641474 38.692834
7 91.002264 78.507752 23.518256
8 91.002264 75.083703 26.362255
9 91.002264 68.163158 36.411719
10 91.002264 80.099954 19.805243
11 91.002264 83.68619 14.077001
12 91.133548 82.765912 17.043204
13 91.482264 84.78947 11.535238
14 91.482264 85.345226 10.836655
15 91.482264 84.943997 10.573542
16 91.482264 81.920182 18.704065
17 91.482264 66.669005 37.44775
18 91.482264 82.307895 18.470648
19 91.913548 82.048354 16.202061
20 91.913548 85.234523 9.550424
21 91.913548 84.899854 11.234955
22 91.913548 64.46083 39.437947
23 91.913548 85.465249 11.216056
24 91.913548 87.01585 1.149813
25 91.913548 69.548465 35.326222
26 91.913548 85.877803 7.940243
27 91.913548 86.801451 4.152131
28 91.913548 67.156566 37.584663
29 91.913548 84.434975 13.571838
