

gen best mean std
0 87.139358 0.600132 17.310846
1 90.326602 19.487764 33.975665
2 90.762547 47.071422 38.385314
3 90.762547 61.101299 34.607735
4 90.762547 69.542806 29.976756
5 90.762547 65.244825 38.656796
6 90.762547 82.285793 17.198423
7 90.806602 78.32374 23.265632
8 90.806602 79.859583 20.543744
9 90.806602 83.095044 16.077226
10 91.306318 65.666042 39.233041
11 91.306318 80.093601 22.484725
12 92.276369 80.504287 20.98428
13 92.276369 80.208178 20.714787
14 92.276369 78.642806 24.053899
15 92.276369 66.993413 37.349037
16 92.276369 83.626776 16.24064
17 92.276369 86.017708 9.049118
18 92.276369 66.434222 38.434144
19 92.276369 80.954967 21.494409
20 92.276369 81.967109 18.869898
21 92.276369 67.070508 38.113381
22 92.276369 82.211201 18.151593
23 92.276369 84.744787 12.92272
24 92.276369 66.7806 37.519943
25 92.276369 81.900002 20.618332
26 92.333548 84.70645 13.684821
27 92.333548 67.689253 37.65238
28 92.333548 82.151143 19.591015
29 92.333548 82.767499 16.431748
