

gen best mean std
0 74.904175 3.698335 18.723305
1 74.904175 9.274402 22.57556
2 74.904175 13.090074 23.373918
3 74.904175 16.514198 22.806307
4 74.904175 17.625503 23.11267
5 74.904175 20.416305 22.904055
6 75.200907 25.334494 23.565057
7 75.200907 27.575949 22.774542
8 75.200907 30.151264 21.676414
9 75.200907 31.359615 21.401962
10 75.200907 31.852245 21.014617
11 75.200907 31.852245 21.014617
12 75.200907 33.015886 20.436616
13 75.200907 33.467043 20.052648
14 75.200907 33.752196 19.743368
15 75.200907 34.552557 19.020869
16 75.200907 34.95221 18.640386
17 75.200907 35.313816 18.331457
18 75.200907 36.089611 18.482814
19 75.200907 36.325576 18.283092
20 75.200907 37.191738 18.100993
21 75.200907 37.755239 18.185053
22 75.200907 37.911587 18.067533
23 75.200907 37.911587 18.067533
24 75.200907 38.011227 18.00131
25 75.200907 38.011227 18.00131
