

gen best mean std
0 22.109651 -3.389084 6.005655
1 75.028738 6.814629 19.913606
2 87.139358 32.154905 26.449667

gen best mean std
2 87.139358 32.154905 26.449667
3 87.139358 55.055542 23.568452
4 88.871732 65.51148 22.59161
5 89.051732 78.659441 13.982123
6 89.051732 80.993445 12.21503
7 89.771732 84.103444 7.716549
8 89.771732 83.226549 10.825239
9 90.086611 79.297927 13.442632
