

gen best mean std
0 92.043172 16.644866 33.969971
1 92.643172 39.320869 37.134625
2 92.932142 64.742589 27.381192
3 92.932142 73.154265 24.441376
4 92.966278 82.906599 17.754653
5 92.966278 84.133739 15.211297
6 92.966278 83.459051 14.410686
7 92.966278 73.085736 36.722528
8 92.966278 84.831892 18.705738
9 93.601503 85.544441 14.553992
10 93.601503 89.624376 8.517749
11 93.601503 89.392382 8.732418
12 93.601503 70.31149 39.643061
13 93.601503 85.315203 19.625198
14 93.601503 87.83376 11.89769
