

gen best mean std
0 87.531858 7.891966 28.034518
1 88.779467 21.345561 33.788701
2 90.217201 40.030834 36.738405
3 92.11704 54.735675 34.661094
4 92.11704 66.944676 29.85852
5 92.11704 74.099326 26.380795
6 92.11704 66.316152 38.30577
7 92.11704 75.817623 26.969963
8 92.11704 83.293385 15.785123
9 92.11704 67.520579 38.159426
10 92.11704 83.357604 17.965175
11 92.11704 77.578752 24.743018
12 92.11704 66.361446 38.905251
13 92.11704 84.679585 14.57556
14 92.11704 83.252914 16.613847
15 92.11704 68.387855 36.886802
16 92.11704 85.898133 9.061506
17 92.11704 86.75452 4.596867
18 92.11704 66.035638 37.764186
19 92.11704 85.0584 12.547173
20 92.11704 84.484111 11.475572
21 92.11704 67.530582 37.584175
22 92.11704 80.817006 20.074801
23 92.11704 84.318861 12.18173
24 92.11704 65.432856 38.94892
25 92.11704 82.774684 16.475611
26 92.11704 85.477987 11.05813
27 92.11704 66.295724 38.354279
28 92.11704 82.660611 17.279135
29 92.11704 86.262644 5.737577
