

gen best mean std
0 39.454823 2.813586 15.756969
1 91.772379 29.236501 34.274876
2 92.770654 53.786963 31.410819
3 92.770654 71.745158 24.36918
4 92.770654 72.651776 25.36491
5 92.770654 79.829703 21.570106
6 92.770654 82.607814 23.601429
7 92.770654 85.404522 11.438457
8 92.770654 88.281478 7.758955
9 92.770654 85.036344 14.737081

gen best mean std
9 92.770654 85.036344 14.737081
